hazard_model,regime,policy,scenario,replicate,seed,events,generated,delivered,timely_critical,generated_critical,goal_utility_ratio,critical_success_rate,mean_latency,energy,outages,recoveries,reroutes,handovers,final_queued,final_inflight,state_hash
oracle,sparse,throughput,2,1,7891552829928961462,210,64,18,1,13,0.0682885482416592,0.07692307692307693,9.44672776684424,38.664,3,2,14,9,43,3,3b8a9057ea836090220114ce39bdd47be2b601be8b3a677b14175269ae5244da
oracle,sparse,semantic,2,0,6967950309387136306,222,63,34,1,19,0.12035661218424967,0.05263157894736842,4.4985726062286755,78.02800000000002,2,1,6,8,26,3,0ef6ed1ea0d49a30f4d9034617fbf54438a7357cc81b31eb9d308b5852129396
oracle,sparse,semantic,2,1,7891552829928961462,220,58,23,2,12,0.10610355029585804,0.16666666666666666,10.083116101726093,48.703999999999986,3,3,14,8,26,9,51197df9b975cee5957a85055093ba308f0567695b0e0b17ab2308ee17d20f17
cfc,sparse,throughput,2,0,6967950309387136306,232,55,40,0,17,0.12287416107382555,0.0,5.3114032658430395,97.67200000000003,2,2,6,7,6,9,d85afebcc75a7b560a70238a2fa7c55db41ee5626832e94826a67b81463201e1
cfc,sparse,throughput,2,1,7891552829928961462,253,60,36,1,16,0.09318060200668903,0.0625,9.610886845942423,85.78799999999998,3,3,15,11,15,9,262b334321b31baa691edfc74b5b83b0ca5e92f2b9eee794e7a81572ea32614a
cfc,sparse,semantic,2,0,6967950309387136306,237,57,41,1,16,0.14334559452523532,0.0625,5.67508939775304,98.16800000000002,2,2,6,8,7,9,194a821928fd34903b62f6fd48ad73d4daa30c43ab74e93d12a29476f0813aea
cfc,sparse,semantic,2,1,7891552829928961462,226,61,25,3,13,0.14895748613678383,0.23076923076923078,8.560722249773395,56.103999999999985,3,2,15,12,33,3,ddc250fc1dd225f9d82e68f87d6fcfda9cfcb07852d745bc58e191ed1bf3ccdf
gru_dt,sparse,throughput,2,0,6967950309387136306,307,65,53,4,20,0.2703480427046265,0.2,4.023474960123042,127.80800000000002,6,5,25,5,7,5,3be231fa4a1457b60fb083c77558432a7368febaa2afde586ecc84e58c18e0ba
gru_dt,sparse,throughput,2,1,7891552829928961462,246,62,38,3,11,0.20932210109018842,0.2727272727272727,7.603279881041253,96.39199999999995,4,3,12,6,18,6,06234ea75382c96dd8926fe317f64124c9dd91db0a19629fb1999cd51f94e976
gru_dt,sparse,semantic,2,0,6967950309387136306,306,59,54,6,17,0.40001872964169394,0.35294117647058826,3.6182388408348976,132.80400000000003,6,5,27,6,2,3,a1a10b4473892c983142622d9236abe3bf3d54ec47cd7a554e48ca59f50b6b5b
gru_dt,sparse,semantic,2,1,7891552829928961462,231,67,30,3,8,0.19896670247046203,0.375,6.007544284674735,75.43199999999997,3,3,9,6,28,9,26ad4623ec75520d1edb3a7222ba8f98c438ab54fb17c6f10869450f4b3648df
constant,sparse,throughput,2,0,6967950309387136306,249,56,44,2,15,0.24963538873994648,0.13333333333333333,5.221604152974769,112.90400000000001,3,2,12,5,6,6,2e6a6652a0a89ff665c4fbd760bec0810bd5f058c9d47c59ae45a8d719acddae
constant,sparse,throughput,2,1,7891552829928961462,283,53,41,3,13,0.2988148514851487,0.23076923076923078,4.471599609029561,102.63200000000005,7,5,32,7,12,0,c7fc4f0ac21e11b6cceaa09fba1c3dbec6331bddded85bdd0d05f75506041d54
constant,sparse,semantic,2,0,6967950309387136306,259,56,48,3,13,0.3392574734811959,0.23076923076923078,4.293551546659279,119.82,3,2,12,7,2,6,280e5186ef0ede6cff54d4d4531e0173698737232c333031ac571712e7d1e44c
constant,sparse,semantic,2,1,7891552829928961462,254,54,37,3,11,0.21118036286019226,0.2727272727272727,6.236043078608406,84.30399999999997,4,4,18,8,8,9,99d12e39fb586d1d2743732c7bae75eccb4d7f17b4a330bf352f38db70c0aa9b
