hazard_model,regime,policy,scenario,replicate,seed,events,generated,delivered,timely_critical,generated_critical,goal_utility_ratio,critical_success_rate,mean_latency,energy,outages,recoveries,reroutes,handovers,final_queued,final_inflight,state_hash
oracle,sparse,semantic,4,0,348948055676278901,260,69,34,5,19,0.2727064285714287,0.2631578947368421,3.155400571738116,78.20799999999997,4,2,20,6,35,0,508053113fdca2164b650e77ec7a1112406bfb2ae9356160d39785c3579c75fc
oracle,sparse,semantic,4,1,2085680068083042615,379,67,52,7,26,0.2856872378669863,0.2692307692307692,5.869302308114546,108.01599999999998,10,9,52,8,9,6,31ada61e668e22cc21cef24ca291a87cb16fbdbe4a8a455dcf9f033de99921ca
oracle,sparse,semantic,5,0,15172059451328943622,211,56,20,4,16,0.2315629310344828,0.25,2.5841560563997046,47.71999999999999,5,3,15,7,36,0,39eb9764fd7f2d7261d708a3e15576ecb765c520fc96a27a574afebc64dfa715
oracle,sparse,semantic,5,1,2432095344430596110,189,60,12,4,20,0.1597404411764706,0.2,4.02007872217731,23.808000000000003,3,1,10,11,48,0,4902c0fc004c03791668b197c99ade92972e04b246a46e749dcc10956f1b9008
oracle,sparse,throughput,0,0,7329439452037523132,276,71,47,3,23,0.1250537294563843,0.1304347826086956,7.697780576297514,111.15200000000002,2,2,8,10,15,9,f1d1a1c5ace690d446ef9334aa4888da744fe7c29025931e28873cb4da3796b4
oracle,sparse,throughput,0,1,12770100798955844057,303,63,59,3,21,0.2275147058823529,0.1428571428571428,5.321820637027363,132.79999999999995,6,4,16,8,4,0,f5d053598c2b5a838ef7023a2cc5ef8a5bf12d581b020836f6297785f32ebf7e
oracle,sparse,throughput,1,0,15756074002345153747,276,61,37,4,19,0.2017823795180723,0.2105263157894736,5.556698845883985,79.26400000000001,6,5,24,8,18,6,22f473b7aebd85f81551063600a25db1e8a66da3dde0a03f78e226bb33a2677e
oracle,sparse,throughput,1,1,7404132351795104433,256,62,35,7,29,0.2061820263308529,0.2413793103448276,6.071782993208322,69.01999999999998,4,3,18,7,21,6,bdb20f92f8d7de56981fd7552921fcf7ff9f7b622585cfa37ca419a4cb31520d
oracle,sparse,throughput,2,0,6967950309387136306,213,61,31,0,19,0.0850256024096385,0.0,5.117809077833589,80.68,2,1,6,7,27,3,e71dd86bf70f4f6dc2ccc6e60d3cdc868fc6bd43208c2a1fef3501290fb5ebca
oracle,sparse,throughput,2,1,7891552829928961462,210,64,18,1,13,0.0682885482416592,0.0769230769230769,9.44672776684424,38.664,3,2,14,9,43,3,3b8a9057ea836090220114ce39bdd47be2b601be8b3a677b14175269ae5244da
oracle,sparse,throughput,3,0,14376945979335104901,183,70,6,1,22,0.0466736292428198,0.0454545454545454,3.1173046384204794,12.768,3,1,12,5,64,0,b0042979b3f32f25a473902ad596d833246be61c7ee0159c9d7a04f73cfad6a4
oracle,sparse,throughput,3,1,9030033506271325416,175,59,15,0,15,0.0373193717277487,0.0,7.694168858598191,41.064,2,0,3,10,44,0,9750d62c0de0e306552f5f1fece0655b450f52ab1c8a80212b3b3606442cecb4
oracle,sparse,throughput,4,0,348948055676278901,230,64,28,4,20,0.2416031518624643,0.2,2.6944293997385764,68.60799999999998,3,1,14,7,36,0,5720bf20f96b4a03d19bf58d9dce17d7dd0e3e755296a25e4afbe12bec11dfce
oracle,sparse,throughput,4,1,2085680068083042615,316,73,40,7,24,0.2652120658135284,0.2916666666666667,4.894172571655146,91.22799999999998,7,6,34,5,27,6,7ba46bd0b98981c564d018e51f7c25d6a8e576dc27f5f4ff86d5ed7f9fa72a38
oracle,sparse,throughput,5,0,15172059451328943622,169,53,14,3,15,0.1896016483516484,0.2,1.642653674757552,36.31999999999999,3,1,3,8,39,0,02a22954347127a84d7bfe734f92e2de1808784ffa40ad0a4fb5794805459472
oracle,sparse,throughput,5,1,2432095344430596110,189,63,10,3,19,0.1208558692421991,0.1578947368421052,4.269009494787829,21.808000000000003,3,1,10,12,53,0,278730e0753ce94f19a701abdbd0f8209c76f00957f3077daac0f9a2af7b2764
