hazard_model,regime,policy,scenario,replicate,seed,events,generated,delivered,timely_critical,generated_critical,goal_utility_ratio,critical_success_rate,mean_latency,energy,outages,recoveries,reroutes,handovers,final_queued,final_inflight,state_hash
cfc,sparse,throughput,5,1,2432095344430596110,240,48,28,2,13,0.14591917098445606,0.15384615384615385,7.80134426263741,61.08399999999998,5,4,21,9,14,6,be027090e808e6060b8d4fc9e3d286c9dcb611c4ccb1c446f8e7295314e9c21a
cfc,sparse,semantic,5,0,15172059451328943622,227,51,30,1,20,0.05012040656763098,0.05,10.169619402695446,56.207999999999984,3,3,11,9,12,9,812353a058c0c7b3fc453e02ac5eb62461682c9cc6596fe3203ec37f90921a28
cfc,sparse,semantic,5,1,2432095344430596110,208,48,21,2,10,0.15576603325415686,0.2,6.445914684354521,43.28399999999999,4,2,15,12,27,0,6cbd576f75772a2e0702a8bccf0727a5c39d4d03baf3f51e0bc0b7c1442cdea8
gru_dt,sparse,throughput,5,0,15172059451328943622,217,56,21,0,17,0.07338634471273942,0.0,6.616278668690943,57.61200000000001,4,3,17,5,32,3,cb59acb98be8eab01fa5c5110ce815051a318bc16bef40f43d3dae565562c3b4
gru_dt,sparse,throughput,5,1,2432095344430596110,184,60,11,3,14,0.16280610412926402,0.21428571428571427,2.7134550942042654,24.284000000000002,4,2,9,8,49,0,868c42a7fb805686b93ac8a999317132831584566d4a686338610527d3b7e500
gru_dt,sparse,semantic,5,0,15172059451328943622,225,62,19,0,12,0.0849428571428572,0.0,4.610898460127504,44.272,5,3,20,7,43,0,433a0bf1a0b4e4ef6e077145b6736f72c33ac1f28bbdc6219c2e0162e0ed2ea4
gru_dt,sparse,semantic,5,1,2432095344430596110,230,68,23,4,19,0.1586074766355141,0.21052631578947367,5.708690078680179,45.28399999999999,5,3,15,8,45,0,08b3356b605e8427e7087c4323f459cfc9ee8a3ac14876198cfdf521566d94d6
constant,sparse,throughput,5,0,15172059451328943622,203,44,9,0,16,0.02400570342205324,0.0,7.245032834049088,20.735999999999997,5,4,24,8,29,6,5c2eb82a6aa645bdeaf824296639427aa70a0339d94a72884452e6b116d374c0
constant,sparse,throughput,5,1,2432095344430596110,254,61,34,8,24,0.2911728636660144,0.3333333333333333,4.159249195187948,72.59200000000001,5,3,18,11,27,0,52269760d1c740264f9a776b98bab30cbd7e19b3e83f3e3b9aa1fd000ece552c
constant,sparse,semantic,5,0,15172059451328943622,217,45,15,0,14,0.034299284984678255,0.0,8.219521218331487,33.936,5,4,24,9,24,6,c8ef77277589f4e5366bfd4248d0563ab4319bf2f9e83d576565cef6ebbeb9fd
constant,sparse,semantic,5,1,2432095344430596110,269,64,42,8,28,0.25521287703016243,0.2857142857142857,4.683799609625068,74.14799999999998,4,3,13,12,16,6,7a1f6958174068b14bb0c278c3c6bbc5c78b394c34c29edf315ccd9c3f893d62
